Date,Ticker,Adj Close,Close,High,Low,Open,Volume
2023-03-10,AAPL,146.1186065673828,148.5,150.94000244140625,147.61000061035156,150.2100067138672,68572400
2023-03-13,AAPL,148.0570526123047,150.47000122070312,153.13999938964844,147.6999969482422,147.80999755859375,84457100
2023-03-14,AAPL,150.14303588867188,152.58999633789062,153.39999389648438,150.10000610351562,151.27999877929688,73695900
2023-03-15,AAPL,150.53663635253906,152.99000549316406,153.25,149.9199981689453,151.19000244140625,77167900
2023-03-16,AAPL,153.3507537841797,155.85000610351562,156.4600067138672,151.63999938964844,152.16000366210938,76161100
2023-03-17,AAPL,152.514404296875,155.0,156.74000549316406,154.27999877929688,156.0800018310547,98944600
2023-03-20,AAPL,154.87588500976562,157.39999389648438,157.82000732421875,154.14999389648438,155.07000732421875,73641400
2023-03-21,AAPL,156.7257537841797,159.27999877929688,159.39999389648438,156.5399932861328,157.32000732421875,73938300
2023-03-22,AAPL,155.29901123046875,157.8300018310547,162.13999938964844,157.80999755859375,159.3000030517578,75701800
2023-03-23,AAPL,156.38137817382812,158.92999267578125,161.5500030517578,157.67999267578125,158.8300018310547,67622100
2023-03-24,AAPL,157.68023681640625,160.25,160.33999633789062,157.85000610351562,158.86000061035156,59196500
2023-03-27,AAPL,155.74179077148438,158.27999877929688,160.77000427246094,157.8699951171875,159.94000244140625,52390300
2023-03-28,AAPL,155.1218719482422,157.64999389648438,158.49000549316406,155.97999572753906,157.97000122070312,45992200
2023-03-29,AAPL,158.19187927246094,160.77000427246094,161.0500030517578,159.35000610351562,159.3699951171875,51305700
2023-03-30,AAPL,159.75637817382812,162.36000061035156,162.47000122070312,161.27000427246094,161.52999877929688,49501700
2023-03-31,AAPL,162.25563049316406,164.89999389648438,165.0,161.91000366210938,162.44000244140625,68749800
2023-04-03,AAPL,163.5052490234375,166.1699981689453,166.2899932861328,164.22000122070312,164.27000427246094,56976200
2023-04-04,AAPL,162.97393798828125,165.6300048828125,166.83999633789062,165.11000061035156,166.60000610351562,46278300
2023-04-05,AAPL,161.1339111328125,163.75999450683594,165.0500030517578,161.8000030517578,164.74000549316406,51511700
2023-04-06,AAPL,162.0194854736328,164.66000366210938,164.9600067138672,162.0,162.42999267578125,45390100
2023-04-10,AAPL,159.431640625,162.02999877929688,162.02999877929688,160.0800018310547,161.4199981689453,47716900
2023-04-11,AAPL,158.2213897705078,160.8000030517578,162.36000061035156,160.50999450683594,162.35000610351562,47644200
2023-04-12,AAPL,157.5326385498047,160.10000610351562,162.05999755859375,159.77999877929688,161.22000122070312,50133100
2023-04-13,AAPL,162.90505981445312,165.55999755859375,165.8000030517578,161.4199981689453,161.6300048828125,68445600
2023-04-14,AAPL,162.56063842773438,165.2100067138672,166.32000732421875,163.82000732421875,164.58999633789062,49386500
2023-04-17,AAPL,162.580322265625,165.22999572753906,165.38999938964844,164.02999877929688,165.08999633789062,41516200
2023-04-18,AAPL,163.80047607421875,166.47000122070312,167.41000366210938,165.64999389648438,166.10000610351562,49923000
2023-04-19,AAPL,164.94186401367188,167.6300048828125,168.16000366210938,165.5399932861328,165.8000030517578,47720200
2023-04-20,AAPL,163.97752380371094,166.64999389648438,167.8699951171875,165.55999755859375,166.08999633789062,52456400
2023-04-21,AAPL,162.3737030029297,165.02000427246094,166.4499969482422,164.49000549316406,165.0500030517578,58337300
2023-04-24,AAPL,162.67872619628906,165.3300018310547,165.60000610351562,163.88999938964844,165.0,41949600
2023-04-25,AAPL,161.14376831054688,163.77000427246094,166.30999755859375,163.72999572753906,165.19000244140625,48714100
2023-04-26,AAPL,161.1339111328125,163.75999450683594,165.27999877929688,162.8000030517578,163.05999755859375,45498800
2023-04-27,AAPL,165.70936584472656,168.41000366210938,168.55999755859375,165.19000244140625,165.19000244140625,64902300
2023-04-28,AAPL,166.95901489257812,169.67999267578125,169.85000610351562,167.8800048828125,168.49000549316406,55275900
2023-05-01,AAPL,166.8704071044922,169.58999633789062,170.4499969482422,168.63999938964844,169.27999877929688,52472900
2023-05-02,AAPL,165.83726501464844,168.5399932861328,170.35000610351562,167.5399932861328,170.08999633789062,48425700
2023-05-03,AAPL,164.7647247314453,167.4499969482422,170.9199981689453,167.16000366210938,169.5,65136000
2023-05-04,AAPL,163.13136291503906,165.7899932861328,167.0399932861328,164.30999755859375,164.88999938964844,81235400
2023-05-05,AAPL,170.78662109375,173.57000732421875,174.3000030517578,170.75999450683594,170.97999572753906,113453200
2023-05-08,AAPL,170.7177276611328,173.5,173.85000610351562,172.11000061035156,172.47999572753906,55962800
2023-05-09,AAPL,169.0154571533203,171.77000427246094,173.5399932861328,171.60000610351562,173.0500030517578,45326900
2023-05-10,AAPL,170.77674865722656,173.55999755859375,174.02999877929688,171.89999389648438,173.02000427246094,53724500
2023-05-11,AAPL,170.9636993408203,173.75,174.58999633789062,172.1699981689453,173.85000610351562,49514700
2023-05-12,AAPL,170.0375213623047,172.57000732421875,174.05999755859375,171.0,173.6199951171875,45533100
2023-05-15,AAPL,169.5448455810547,172.07000732421875,173.2100067138672,171.47000122070312,173.16000366210938,37266700
2023-05-16,AAPL,169.5448455810547,172.07000732421875,173.13999938964844,171.8000030517578,171.99000549316406,42110300
2023-05-17,AAPL,170.15574645996094,172.69000244140625,172.92999267578125,170.4199981689453,171.7100067138672,57951600
2023-05-18,AAPL,172.4811248779297,175.0500030517578,175.24000549316406,172.5800018310547,173.0,65496700
2023-05-19,AAPL,172.58950805664062,175.16000366210938,176.38999938964844,174.94000244140625,176.38999938964844,55809500
2023-05-22,AAPL,171.6436004638672,174.1999969482422,174.7100067138672,173.4499969482422,173.97999572753906,43570900
2023-05-23,AAPL,169.0423583984375,171.55999755859375,173.3800048828125,171.27999877929688,173.1300048828125,50747300
2023-05-24,AAPL,169.3182373046875,171.83999633789062,172.4199981689453,170.52000427246094,171.08999633789062,45143500
2023-05-25,AAPL,170.4513702392578,172.99000549316406,173.89999389648438,171.69000244140625,172.41000366210938,56058300
2023-05-26,AAPL,172.8555145263672,175.42999267578125,175.77000427246094,173.11000061035156,173.32000732421875,54835000
2023-05-30,AAPL,174.6981201171875,177.3000030517578,178.99000549316406,176.57000732421875,176.9600067138672,55964400
2023-05-31,AAPL,174.6488494873047,177.25,179.35000610351562,176.75999450683594,177.3300018310547,99625300
2023-06-01,AAPL,177.44712829589844,180.08999633789062,180.1199951171875,176.92999267578125,177.6999969482422,68901800
2023-06-02,AAPL,178.29452514648438,180.9499969482422,181.77999877929688,179.25999450683594,181.02999877929688,61996900
2023-06-05,AAPL,176.94464111328125,179.5800018310547,184.9499969482422,178.0399932861328,182.6300048828125,121946500
2023-06-06,AAPL,176.580078125,179.2100067138672,180.1199951171875,177.42999267578125,179.97000122070312,64848400
2023-06-07,AAPL,175.21046447753906,177.82000732421875,181.2100067138672,177.32000732421875,178.44000244140625,61944600
2023-06-08,AAPL,177.9201202392578,180.57000732421875,180.83999633789062,177.4600067138672,177.89999389648438,50214900
2023-06-09,AAPL,178.3043670654297,180.9600067138672,182.22999572753906,180.6300048828125,181.5,48900000
2023-06-12,AAPL,181.09283447265625,183.7899932861328,183.88999938964844,180.97000122070312,181.27000427246094,54274900
2023-06-13,AAPL,180.6199188232422,183.30999755859375,184.14999389648438,182.44000244140625,182.8000030517578,54929100
2023-06-14,AAPL,181.25050354003906,183.9499969482422,184.38999938964844,182.02000427246094,183.3699951171875,57462900
2023-06-15,AAPL,183.28028869628906,186.00999450683594,186.52000427246094,183.77999877929688,183.9600067138672,65433200
2023-06-16,AAPL,182.2062530517578,184.9199981689453,186.99000549316406,184.27000427246094,186.72999572753906,101256200
2023-06-20,AAPL,182.29495239257812,185.00999450683594,186.10000610351562,184.41000366210938,184.41000366210938,49799100
2023-06-21,AAPL,181.26036071777344,183.9600067138672,185.41000366210938,182.58999633789062,184.89999389648438,49515700
2023-06-22,AAPL,184.25570678710938,187.0,187.0500030517578,183.6699981689453,183.74000549316406,51245300
2023-06-23,AAPL,183.94046020507812,186.67999267578125,187.55999755859375,185.00999450683594,185.5500030517578,53117000
2023-06-26,AAPL,182.5511474609375,185.27000427246094,188.0500030517578,185.22999572753906,186.8300018310547,48088700
2023-06-27,AAPL,185.30020141601562,188.05999755859375,188.38999938964844,185.6699981689453,185.88999938964844,50730800
2023-06-28,AAPL,186.4727325439453,189.25,189.89999389648438,187.60000610351562,187.92999267578125,51216800
2023-06-29,AAPL,186.80772399902344,189.58999633789062,190.07000732421875,188.94000244140625,189.0800018310547,46347300
2023-06-30,AAPL,191.1234588623047,193.97000122070312,194.47999572753906,191.25999450683594,191.6300048828125,85213200
2023-07-03,AAPL,189.63560485839844,192.4600067138672,193.8800048828125,191.75999450683594,193.77999877929688,31458200
2023-07-05,AAPL,188.52220153808594,191.3300018310547,192.97999572753906,190.6199951171875,191.57000732421875,46920300
2023-07-06,AAPL,188.99514770507812,191.80999755859375,192.02000427246094,189.1999969482422,189.83999633789062,45094300
2023-07-07,AAPL,187.8817138671875,190.67999267578125,192.6699981689453,190.24000549316406,191.41000366210938,46815000
2023-07-10,AAPL,185.84210205078125,188.61000061035156,189.99000549316406,187.0399932861328,189.25999450683594,59922200
2023-07-11,AAPL,185.31985473632812,188.0800018310547,189.3000030517578,186.60000610351562,189.16000366210938,46638100
2023-07-12,AAPL,186.985107421875,189.77000427246094,191.6999969482422,188.47000122070312,189.67999267578125,60750200
2023-07-13,AAPL,187.74378967285156,190.5399932861328,191.19000244140625,189.77999877929688,190.5,41342300
2023-07-14,AAPL,187.89158630371094,190.69000244140625,191.17999267578125,189.6300048828125,190.22999572753906,41616200
2023-07-17,AAPL,191.1431884765625,193.99000549316406,194.32000732421875,191.80999755859375,191.89999389648438,50520200
2023-07-18,AAPL,190.88699340820312,193.72999572753906,194.3300018310547,192.4199981689453,193.35000610351562,48288200
2023-07-19,AAPL,192.2368621826172,195.10000610351562,198.22999572753906,192.64999389648438,193.10000610351562,80507300
2023-07-20,AAPL,190.29579162597656,193.1300048828125,196.47000122070312,192.5,195.08999633789062,59581200
2023-07-21,AAPL,189.12326049804688,191.94000244140625,194.97000122070312,191.22999572753906,194.10000610351562,71951700
2023-07-24,AAPL,189.92137145996094,192.75,194.91000366210938,192.25,193.41000366210938,45377800
2023-07-25,AAPL,190.77857971191406,193.6199951171875,194.44000244140625,192.9199981689453,193.3300018310547,37283200
2023-07-26,AAPL,191.64569091796875,194.5,195.63999938964844,193.32000732421875,193.6699981689453,47471900
2023-07-27,AAPL,190.3844757080078,193.22000122070312,197.1999969482422,192.5500030517578,196.02000427246094,47460200
2023-07-28,AAPL,192.95616149902344,195.8300018310547,196.6300048828125,194.13999938964844,194.6699981689453,48291400
2023-07-31,AAPL,193.56703186035156,196.4499969482422,196.49000549316406,195.25999450683594,196.05999755859375,38824100
2023-08-01,AAPL,192.73939514160156,195.61000061035156,196.72999572753906,195.27999877929688,196.24000549316406,35175100
2023-08-02,AAPL,189.75384521484375,192.5800018310547,195.17999267578125,191.85000610351562,195.0399932861328,50389300
2023-08-03,AAPL,188.3645477294922,191.1699981689453,192.3699951171875,190.69000244140625,191.57000732421875,61235200
2023-08-04,AAPL,179.3192901611328,181.99000549316406,187.3800048828125,181.9199981689453,185.52000427246094,115956800
2023-08-07,AAPL,176.22537231445312,178.85000610351562,183.1300048828125,177.35000610351562,182.1300048828125,97576100
2023-08-08,AAPL,177.16140747070312,179.8000030517578,180.27000427246094,177.5800018310547,179.69000244140625,67823000
2023-08-09,AAPL,175.5750274658203,178.19000244140625,180.92999267578125,177.00999450683594,180.8699951171875,60378500
2023-08-10,AAPL,175.35829162597656,177.97000122070312,180.75,177.60000610351562,179.47999572753906,54686900
2023-08-11,AAPL,175.41746520996094,177.7899932861328,178.6199951171875,176.5500030517578,177.32000732421875,52036700
2023-08-14,AAPL,177.065185546875,179.4600067138672,179.69000244140625,177.30999755859375,177.97000122070312,43675600
2023-08-15,AAPL,175.0819854736328,177.4499969482422,179.47999572753906,177.0500030517578,178.8800048828125,43622600
2023-08-16,AAPL,174.21372985839844,176.57000732421875,178.5399932861328,176.5,177.1300048828125,46964900
2023-08-17,AAPL,171.6780242919922,174.0,177.50999450683594,173.47999572753906,177.13999938964844,66062900
2023-08-18,AAPL,172.1614990234375,174.49000549316406,175.10000610351562,171.9600067138672,172.3000030517578,61172200
2023-08-21,AAPL,173.4934539794922,175.83999633789062,176.1300048828125,173.74000549316406,175.07000732421875,46311900
2023-08-22,AAPL,174.86492919921875,177.22999572753906,177.67999267578125,176.25,177.05999755859375,42038900
2023-08-23,AAPL,178.70298767089844,181.1199951171875,181.5500030517578,178.3300018310547,178.52000427246094,52722800
2023-08-24,AAPL,174.0262908935547,176.3800048828125,181.10000610351562,176.00999450683594,180.6699981689453,54945800
2023-08-25,AAPL,176.22654724121094,178.61000061035156,179.14999389648438,175.82000732421875,177.3800048828125,51449600
2023-08-28,AAPL,177.78543090820312,180.19000244140625,180.58999633789062,178.5500030517578,180.08999633789062,43820700
2023-08-29,AAPL,181.6630096435547,184.1199951171875,184.89999389648438,179.5,179.6999969482422,53003900
2023-08-30,AAPL,185.1458740234375,187.64999389648438,187.85000610351562,184.74000549316406,184.94000244140625,60813900
2023-08-31,AAPL,185.36294555664062,187.8699951171875,189.1199951171875,187.47999572753906,187.83999633789062,60794500
2023-09-01,AAPL,186.9317626953125,189.4600067138672,189.9199981689453,188.27999877929688,189.49000549316406,45766500
2023-09-05,AAPL,187.16854858398438,189.6999969482422,189.97999572753906,187.61000061035156,188.27999877929688,45280000
2023-09-06,AAPL,180.46914672851562,182.91000366210938,188.85000610351562,181.47000122070312,188.39999389648438,81755800
2023-09-07,AAPL,175.19052124023438,177.55999755859375,178.2100067138672,173.5399932861328,175.17999267578125,112488800
2023-09-08,AAPL,175.80226135253906,178.17999267578125,180.24000549316406,177.7899932861328,178.35000610351562,65551300
2023-09-11,AAPL,176.9664764404297,179.36000061035156,180.3000030517578,177.33999633789062,180.07000732421875,58953100
2023-09-12,AAPL,173.94735717773438,176.3000030517578,180.1300048828125,174.82000732421875,179.49000549316406,90370200
2023-09-13,AAPL,171.88523864746094,174.2100067138672,177.3000030517578,173.97999572753906,176.50999450683594,84267900
2023-09-14,AAPL,173.3948211669922,175.74000549316406,176.10000610351562,173.5800018310547,174.0,60895800
2023-09-15,AAPL,172.67454528808594,175.00999450683594,176.5,173.82000732421875,176.47999572753906,109259500
2023-09-18,AAPL,175.59506225585938,177.97000122070312,179.3800048828125,176.1699981689453,176.47999572753906,67257600
2023-09-19,AAPL,176.68038940429688,179.07000732421875,179.6300048828125,177.1300048828125,177.52000427246094,51826900
2023-09-20,AAPL,173.1481475830078,175.49000549316406,179.6999969482422,175.39999389648438,179.25999450683594,58436200
2023-09-21,AAPL,171.60897827148438,173.92999267578125,176.3000030517578,173.86000061035156,174.5500030517578,63149100
2023-09-22,AAPL,172.4574737548828,174.7899932861328,177.0800018310547,174.0500030517578,174.6699981689453,56725400
2023-09-25,AAPL,173.73028564453125,176.0800018310547,176.97000122070312,174.14999389648438,174.1999969482422,46172700
2023-09-26,AAPL,169.66529846191406,171.9600067138672,175.1999969482422,171.66000366210938,174.82000732421875,64588900
2023-09-27,AAPL,168.1556854248047,170.42999267578125,173.0399932861328,169.0500030517578,172.6199951171875,66921800
2023-09-28,AAPL,168.41220092773438,170.69000244140625,172.02999877929688,167.6199951171875,169.33999633789062,56294400
2023-09-29,AAPL,168.92527770996094,171.2100067138672,173.07000732421875,170.33999633789062,172.02000427246094,51861100
2023-10-02,AAPL,171.43138122558594,173.75,174.3000030517578,170.92999267578125,171.22000122070312,52164500
2023-10-03,AAPL,170.09938049316406,172.39999389648438,173.6300048828125,170.82000732421875,172.25999450683594,49594600
2023-10-04,AAPL,171.34255981445312,173.66000366210938,174.2100067138672,170.97000122070312,171.08999633789062,53020300
2023-10-05,AAPL,172.5758819580078,174.91000366210938,175.4499969482422,172.67999267578125,173.7899932861328,48527900
2023-10-06,AAPL,175.12147521972656,177.49000549316406,177.99000549316406,173.17999267578125,173.8000030517578,57266700
2023-10-09,AAPL,176.6014404296875,178.99000549316406,179.0500030517578,175.8000030517578,176.80999755859375,42390800
2023-10-10,AAPL,176.00942993164062,178.38999938964844,179.72000122070312,177.9499969482422,178.10000610351562,43698000
2023-10-11,AAPL,177.400634765625,179.8000030517578,179.85000610351562,177.60000610351562,178.1999969482422,47551100
2023-10-12,AAPL,178.29847717285156,180.7100067138672,182.33999633789062,179.0399932861328,180.07000732421875,56743100
2023-10-13,AAPL,176.4633331298828,178.85000610351562,181.92999267578125,178.13999938964844,181.4199981689453,51427100
2023-10-16,AAPL,176.3350372314453,178.72000122070312,179.0800018310547,176.50999450683594,176.75,52517000
2023-10-17,AAPL,174.78599548339844,177.14999389648438,178.4199981689453,174.8000030517578,176.64999389648438,57549400
2023-10-18,AAPL,173.4934539794922,175.83999633789062,177.5800018310547,175.11000061035156,175.5800018310547,54764400
2023-10-19,AAPL,173.11856079101562,175.4600067138672,177.83999633789062,175.19000244140625,176.0399932861328,59302900
2023-10-20,AAPL,170.57302856445312,172.8800048828125,175.4199981689453,172.63999938964844,175.30999755859375,64244000
2023-10-23,AAPL,170.6913604736328,173.0,174.00999450683594,169.92999267578125,170.91000366210938,55980100
2023-10-24,AAPL,171.12547302246094,173.44000244140625,173.6699981689453,171.4499969482422,173.0500030517578,43816600
2023-10-25,AAPL,168.81674194335938,171.10000610351562,173.05999755859375,170.64999389648438,171.8800048828125,57157000
2023-10-26,AAPL,164.66290283203125,166.88999938964844,171.3800048828125,165.6699981689453,170.3699951171875,70625300
2023-10-27,AAPL,165.9751739501953,168.22000122070312,168.9600067138672,166.8300018310547,166.91000366210938,58499100
2023-10-30,AAPL,168.01756286621094,170.2899932861328,171.1699981689453,168.8699951171875,169.02000427246094,51131000
2023-10-31,AAPL,168.4911346435547,170.77000427246094,170.89999389648438,167.89999389648438,169.35000610351562,44846000
2023-11-01,AAPL,171.6484375,173.97000122070312,174.22999572753906,170.1199951171875,171.0,56934900
2023-11-02,AAPL,175.2003936767578,177.57000732421875,177.77999877929688,175.4600067138672,175.52000427246094,77334800
2023-11-03,AAPL,174.29269409179688,176.64999389648438,176.82000732421875,173.35000610351562,174.24000549316406,79829200
2023-11-06,AAPL,176.83824157714844,179.22999572753906,179.42999267578125,176.2100067138672,176.3800048828125,63841300
2023-11-07,AAPL,179.3936767578125,181.82000732421875,182.44000244140625,178.97000122070312,179.17999267578125,70530000
2023-11-08,AAPL,180.4493865966797,182.88999938964844,183.4499969482422,181.58999633789062,182.35000610351562,49340300
2023-11-09,AAPL,179.975830078125,182.41000366210938,184.1199951171875,181.80999755859375,182.9600067138672,53763500
2023-11-10,AAPL,184.15484619140625,186.39999389648438,186.57000732421875,183.52999877929688,183.97000122070312,66133400
2023-11-13,AAPL,182.57412719726562,184.8000030517578,186.02999877929688,184.2100067138672,185.82000732421875,43627500
2023-11-14,AAPL,185.18234252929688,187.44000244140625,188.11000061035156,186.3000030517578,187.6999969482422,60108400
2023-11-15,AAPL,185.7454376220703,188.00999450683594,189.5,187.77999877929688,187.85000610351562,53790500
2023-11-16,AAPL,187.4250030517578,189.7100067138672,190.9600067138672,188.64999389648438,189.57000732421875,54412900
2023-11-17,AAPL,187.4052276611328,189.69000244140625,190.3800048828125,188.57000732421875,190.25,50922700
2023-11-20,AAPL,189.1439971923828,191.4499969482422,191.91000366210938,189.8800048828125,189.88999938964844,46505100
2023-11-21,AAPL,188.3437957763672,190.63999938964844,191.52000427246094,189.74000549316406,191.41000366210938,38134500
2023-11-22,AAPL,189.00572204589844,191.30999755859375,192.92999267578125,190.8300018310547,191.49000549316406,39617700
2023-11-24,AAPL,187.6818389892578,189.97000122070312,190.89999389648438,189.25,190.8699951171875,24048300
2023-11-27,AAPL,187.50399780273438,189.7899932861328,190.6699981689453,188.89999389648438,189.9199981689453,40552600
2023-11-28,AAPL,188.10667419433594,190.39999389648438,191.0800018310547,189.39999389648438,189.77999877929688,38415400
2023-11-29,AAPL,187.0890655517578,189.3699951171875,192.08999633789062,188.97000122070312,190.89999389648438,43014200
2023-11-30,AAPL,187.662109375,189.9499969482422,190.32000732421875,188.19000244140625,189.83999633789062,48794400
2023-12-01,AAPL,188.9365692138672,191.24000549316406,191.55999755859375,189.22999572753906,190.3300018310547,45704800
2023-12-04,AAPL,187.14834594726562,189.42999267578125,190.0500030517578,187.4499969482422,189.97999572753906,43389500
2023-12-05,AAPL,191.09030151367188,193.4199981689453,194.39999389648438,190.17999267578125,190.2100067138672,66628400
2023-12-06,AAPL,190.00355529785156,192.32000732421875,194.75999450683594,192.11000061035156,194.4499969482422,41089700
2023-12-07,AAPL,191.93006896972656,194.27000427246094,195.0,193.58999633789062,193.6300048828125,47477700
2023-12-08,AAPL,193.35272216796875,195.7100067138672,195.99000549316406,193.6699981689453,194.1999969482422,53406400
2023-12-11,AAPL,190.85317993164062,193.17999267578125,193.49000549316406,191.4199981689453,193.11000061035156,60943700
2023-12-12,AAPL,192.36477661132812,194.7100067138672,194.72000122070312,191.72000122070312,193.0800018310547,52696900
2023-12-13,AAPL,195.57562255859375,197.9600067138672,198.0,194.85000610351562,195.08999633789062,70404200
2023-12-14,AAPL,195.72381591796875,198.11000061035156,199.6199951171875,196.16000366210938,198.02000427246094,66831600
2023-12-15,AAPL,195.19032287597656,197.57000732421875,198.39999389648438,197.0,197.52999877929688,128538400
2023-12-18,AAPL,193.53054809570312,195.88999938964844,196.6300048828125,194.38999938964844,196.08999633789062,55751900
2023-12-19,AAPL,194.5679168701172,196.94000244140625,196.9499969482422,195.88999938964844,196.16000366210938,40714100
2023-12-20,AAPL,192.4833221435547,194.8300018310547,197.67999267578125,194.8300018310547,196.89999389648438,52242800
2023-12-21,AAPL,192.33511352539062,194.67999267578125,197.0800018310547,193.5,196.10000610351562,46482500
2023-12-22,AAPL,191.26812744140625,193.60000610351562,195.41000366210938,192.97000122070312,195.17999267578125,37149600
2023-12-26,AAPL,190.72476196289062,193.0500030517578,193.88999938964844,192.8300018310547,193.61000061035156,28919300
2023-12-27,AAPL,190.8235626220703,193.14999389648438,193.5,191.08999633789062,192.49000549316406,48087700
2023-12-28,AAPL,191.2483673095703,193.5800018310547,194.66000366210938,193.1699981689453,194.13999938964844,34049900
2023-12-29,AAPL,190.21099853515625,192.52999877929688,194.39999389648438,191.72999572753906,193.89999389648438,42672100
2024-01-02,AAPL,183.40399169921875,185.63999938964844,188.44000244140625,183.88999938964844,187.14999389648438,82488700
2024-01-03,AAPL,182.03074645996094,184.25,185.8800048828125,183.42999267578125,184.22000122070312,58414500
